,videoId,title,description,publishedAt,commentCount,dislikeCount,favoriteCount,likeCount,viewCount
176,1o-JzOauoIY,『死にかけている人に気付かない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-14T09:00:00.000Z,545,93,0,3218,269774
177,CNv0Eoqb0k0,『隣人うるさい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-09T09:00:00.000Z,682,135,0,4642,326888
178,nV70oUVJE5Q,『高卒と中卒の奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-08T09:00:06.000Z,1247,372,0,7444,704164
179,-_c0BzA1EJ8,『南っていう奴〜サングラス〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-06T09:00:00.000Z,596,59,0,3925,245485
180,qQHWmF9cSSQ,『変な奴になってもた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-05T09:00:07.000Z,439,59,0,2994,211803
181,EM2bJxrm7oE,『イメージで名前つける奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-03T09:00:00.000Z,486,97,0,2846,256471
182,f9l9RWlHeTg,『待てない空気作る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-01T09:00:04.000Z,393,63,0,2226,207699
183,pMoK6kUUDiU,『飯食うてる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-30T09:00:07.000Z,358,67,0,2035,199880
184,WUI3u9Q6abI,『コントと現実の違い見せる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-26T09:00:06.000Z,590,95,0,3754,262784
185,PuEwhbEvydY,『必死にネタを思い出す奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-18T09:00:03.000Z,910,174,0,3556,461586
186,yn0kScjpM5M,『漫才中、横柄な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-16T09:00:08.000Z,488,133,0,3479,405695
187,pjJNQ1tvYLw,『南っていう奴〜しりとり〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-14T09:00:06.000Z,583,164,0,6952,512566
188,yEaigqvyzqA,『祭りしか言わん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-13T09:00:14.000Z,684,217,0,4796,388750
189,r2AS6A6uqG0,『ボスとジョボっていう奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-12T09:00:07.000Z,432,113,0,3326,235148
190,mlMElwFGx4c,１億回記念！本気ネタ！『南っていう奴②』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03.000Z,340,84,0,7738,565667
191,0njbpGVrfTo,１億回記念！本気ネタ！『演歌でオーディション受ける奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00.000Z,176,66,0,2039,252850
192,s0X3-Hv5GBk,１億回記念！本気ネタ！『服小さい奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:05.000Z,182,37,0,3744,298619
193,XC40Vw4quJw,１億回記念！本気ネタ！『フィリピン語で数学数える奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02.000Z,1478,381,0,20027,1265931
194,Dyhe_loo6xc,１億回記念！本気ネタ！『手品成功してガッツポーズしまくる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02.000Z,412,174,0,7514,768997
195,V_b9xpHkAQs,１億回記念！本気ネタ！『歌うんハズい奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03.000Z,799,411,0,10496,1305724
196,AOtvUnalVYc,１億回記念！本気ネタ！『ハズレの先生が担任になった奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00.000Z,5294,2293,0,72676,6165125
197,8FMnBXyks-I,１億回記念！本気ネタ！『大尻•凡尻歌う奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02.000Z,343,71,0,4446,346631
198,sue20eNdbvI,１億回記念！本気ネタ！『男子高校生のくせにアイドル目線な歌を作る奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました！...,2019-05-12T03:00:02.000Z,501,146,0,8074,762977
199,3PSPuIO2Yno,１億回記念！本気ネタ！『男なのに女子バレー部の試合呼ばれた奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:01.000Z,1663,1566,0,14420,1617768
200,h-6GSPQdnI4,１億回記念！本気ネタ！『江戸っ子探偵練習させられる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:04.000Z,316,80,0,4682,407016
201,C-pWFg-xkgM,１億回記念！本気ネタ！『めっちゃ練習する奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02.000Z,2129,668,0,27691,1990006
202,r1wUKfGtRxU,１億回記念！本気ネタ！『ハゲてもうてる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03.000Z,586,268,0,9052,1200941
203,yp9wu86XorI,１億回記念！本気ネタ！『何回も部屋入ってくる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:04.000Z,1345,601,0,18602,1600974
204,XqIHqB1ywtY,１億回記念！本気ネタ！『くしゃみとゲップとあくび変な奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00.000Z,1804,451,0,44772,2029271
205,Da5oLapquOI,１億回記念！本気ネタ！『「違いますよ」って言う奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:01.000Z,640,449,0,13204,1755211
206,Wp_TIpFbq6M,１億回記念！本気ネタ！『声細い奴と声太い奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02.000Z,610,253,0,20773,1273769
207,cJnWv-i0Gyo,１億回記念！本気ネタ！『落語家か演歌歌手かわからん奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02.000Z,178,36,0,1545,126097
208,n5462bVTJY8,１億回記念！本気ネタ！『怒鳴り返されたん気付かん奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:07.000Z,1550,769,0,30793,3016984
209,bOfKhCUXfhE,１億回記念！本気ネタ！『凄いショーする奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00.000Z,753,114,0,3848,282324
210,_DbW7lxGdIs,１億回記念！本気ネタ！『本番だけ滑舌悪い奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03.000Z,925,361,0,17375,1701209
211,NE7uHTxUJgM,１億回記念！本気ネタ！『チャラ男番長っていう奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00.000Z,721,12277,0,3724,381588
212,9Fj1hcUf8gE,１億回記念！本気ネタ！『どんどん案、出す奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02.000Z,1176,446,0,16270,1871097
213,Xrilg7Rs_3M,１億回記念！本気ネタ！『ちゃう奴呼んでもた奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:06.000Z,324,208,0,6371,833065
214,lXOeDJR5LJc,１億回記念！本気ネタ！『南っていう奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03.000Z,1245,353,0,28677,1759972
215,5GCQ1gDU8zk,１億回記念！本気ネタ！『若ハゲサンキューっていう芸名の奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00.000Z,644,205,0,6342,952085
216,19KGYFH1hRo,１億回記念！本気ネタ！『知らん奴に声かけられた奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02.000Z,576,386,0,11796,1755594
217,DaCmjtB-5To,１億回記念！本気ネタ！『押しドア、引きドア、間違える奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:01.000Z,1915,2115,0,50390,5364633
218,RS7XxJSsKkc,１億回記念！本気ネタ！『暇すぎて、面白いゲームする奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03.000Z,1050,281,0,14049,1187611
219,qEfcEohzYrU,１億回記念！本気ネタ！『落語長すぎる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:07.000Z,603,241,0,7094,970445
220,WDDPudbjlOE,１億回記念！本気ネタ！『ウルフルズに影響されている奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02.000Z,794,460,0,9200,1600555
221,bvFb1Wn9c8M,１億回記念！本気ネタ！『うろ覚えで路上ライブする奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:04.000Z,1602,419,0,23664,1575310
222,wF8ym8u5Cx8,『父の日のプレゼント受け取ってもらえへん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-11T09:00:15.000Z,601,90,0,3045,233915
223,rQRLQVlL2LE,『無頓着な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-10T09:00:09.000Z,482,58,0,3483,229092
224,gprkB0q9DXk,『「えっ！」は当てるけど、「はっ！」は外す奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-09T09:00:05.000Z,709,306,0,6202,657875
225,CQj_cKunjpc,『活きのいい若者探してる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-08T09:00:00.000Z,388,52,0,2649,209504
226,FwKhZAYH_oE,コメント読む奴〜3月編〜,このチャンネルはジャルジャルの公式チャンネルです！ コメントを読む奴は今後、毎月発表して行きます！ 更新は撮影の関係で固定の曜日ではあ...,2019-05-07T13:33:14.000Z,528,25,0,2043,61587
227,mWKD32W7-wI,『南っていう奴〜あっちむいてほい〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-07T09:00:07.000Z,405,45,0,3629,195239
228,1FEwD9s7RSo,『半歩だけボケてる奴とツッコミたい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-06T09:00:00.000Z,417,87,0,3720,274350
229,adGDCLZLWfA,ジャルっと！爆ハリ！＃156,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-06T09:00:00.000Z,119,18,0,189,10336
230,YdpNUJ8onPc,『嫌なこと指摘される奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-05T09:00:04.000Z,576,193,0,4467,466851
231,18pmIsEZmFU,『また、女が苦手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-04T09:00:01.000Z,401,41,0,2543,206150
232,7bqa6n4GHPA,『女が苦手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-03T09:00:00.000Z,390,79,0,3853,288255
233,a4FPiQzuKsk,『チャラ男番長のネタを見る南っていう奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-02T09:00:02.000Z,1318,7519,0,7519,217205
234,lnwF-SEHk-M,『つっこむとき声変わる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-29T09:00:06.000Z,535,94,0,3844,313311
235,wNmh_JSsTCw,『センス悪いプレゼントもらって泣く奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-26T09:00:09.000Z,415,48,0,2490,234741
236,Z6r4xb4YnHQ,『裏がない、いい人過ぎる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-25T09:00:10.000Z,405,128,0,4995,463633
237,zsfyd8kiKPY,『ツッコミ重い奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-24T09:00:17.000Z,665,165,0,5600,511828
238,fLuExVAprtM,『「定期的？」って言う奴と関東出身のツッコミ下手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-22T09:00:07.000Z,1983,183,0,11067,543907
239,e8KtbxUz5PM,『数字が苦手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-21T09:00:03.000Z,860,312,0,6998,859829
240,2y2j9Ayz8tA,『ぞろぞろ来る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-20T09:00:00.000Z,346,32,0,2029,157342
241,53XVD9hF7Ds,『そりゃモノマネされる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-19T09:00:03.000Z,1109,165,0,7452,475671
242,o976hXfUAFs,『５８歳と２９歳の奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-17T09:00:05.000Z,576,216,0,3726,369320
243,4fpTk5DKBKY,『腹ぺったんこの奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-16T09:00:01.000Z,169,25,0,1814,146733
244,NebgxxUohQY,『無意味な質問、無視される奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-14T09:00:06.000Z,396,152,0,3275,320473
245,BXk0tkuOTpQ,『南くんと漫才する奴～変な校内放送ゲーム～』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-12T09:00:01.000Z,686,81,0,7260,279993
246,k3HZNj0jEKE,『学校来てない子に盆栽を見せる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-10T09:00:05.000Z,541,81,0,3203,220643
247,tDTM3rFXTEo,『説教中に屁こいて黙る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-09T09:00:07.000Z,589,145,0,5454,440124
248,xX_eXXWHVDk,『変態を追い出す奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-03T09:00:06.000Z,702,148,0,6341,461316
249,Kz0i2-lxsaU,『裏方をゴミ扱いする奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-04-02T09:00:02.000Z,1151,465,0,7272,731102
250,PREPzKlCrkc,『南くん聞き取れる奴 パート3』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-31T09:00:03.000Z,496,39,0,3865,151925
251,LXCJELI3LQM,『５分後がうまい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-29T09:00:03.000Z,514,90,0,2295,226672
252,jyZjKWLQoqo,『自分でボケて自分でつっこむ奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-27T09:00:07.000Z,436,62,0,2808,174173
253,hGU86BnwVbE,『街頭インタビューされる関東出身のツッコミ下手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-25T09:00:07.000Z,873,79,0,4712,332473
254,qiEVGdQJJKo,『バイト先でも関東出身のツッコミ下手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-24T09:00:08.000Z,1282,332,0,8849,747601
255,o7SYppWLV1k,『ノックを分かっていない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-23T09:00:07.000Z,353,46,0,2710,216081
256,aHp75GFSEgY,『ツッコミできる奴を理解できへん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-21T09:00:00.000Z,353,52,0,2514,208463
257,pKgsNk7oTKc,『才能枯れた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-20T09:00:07.000Z,330,58,0,2261,200319
258,Fqfr9p188rE,『社長みたいな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-18T09:00:02.000Z,213,25,0,1611,139972
259,KA-5pvIw8D0,『謎のミュージシャンと待ち合わせする奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-17T09:00:04.000Z,251,32,0,1400,158404
260,qyuxXPXKWrY,『「スキンナー」って言う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-16T09:00:06.000Z,243,37,0,1656,153114
261,NieLdFJ4PzU,『自分に敬語使う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-15T09:00:03.000Z,687,81,0,4590,264775
262,xX7H7TqqdnA,『師匠にジェネレーションギャップ感じる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-12T09:00:12.000Z,262,24,0,1640,102037
263,end3JtaulO4,『全ムチな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-09T09:00:05.000Z,426,31,0,2367,115927
264,WbfT2cTGTSQ,『大便の記憶だけなくなった奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-08T09:00:03.000Z,390,38,0,2744,161221
265,uAna9Bwtvmw,『「ボツボツ行くわ」って言う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-03-06T09:00:13.000Z,401,40,0,2678,191159
